Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
13,340	0,58	-0,17	0,11
13,360	0,58	-0,16	0,21
13,380	0,58	-0,16	-1,08
13,400	0,57	-0,21	-1,17
13,420	0,57	-0,21	1,38
13,440	0,57	-0,15	1,70
13,460	0,56	-0,14	0,56
13,480	0,56	-0,13	0,31
13,500	0,56	-0,13	0,42
13,520	0,56	-0,11	0,54
13,540	0,55	-0,10	0,53
13,560	0,55	-0,09	0,66
13,580	0,55	-0,08	0,43
13,600	0,55	-0,07	0,41
13,620	0,55	-0,06	0,65
13,640	0,55	-0,05	0,54
13,660	0,55	-0,04	0,52
13,680	0,54	-0,03	0,75
13,700	0,54	-0,01	0,77
13,720	0,54	0,00	0,54
13,740	0,54	0,01	0,53
13,760	0,54	0,02	0,64
13,780	0,55	0,04	0,64
13,800	0,55	0,05	0,65
13,820	0,55	0,06	0,55
13,840	0,55	0,07	0,43
13,860	0,55	0,08	0,42
13,880	0,55	0,09	0,53
13,900	0,55	0,10	0,65
13,920	0,56	0,12	0,55
13,940	0,56	0,12	0,33
13,960	0,56	0,13	0,21
13,980	0,56	0,13	0,31
14,000	0,57	0,14	0,44
14,020	0,57	0,15	0,23
14,040	0,57	0,15	1,41
14,060	0,58	0,21	1,50
14,080	0,58	0,21	-1,19
14,100	0,58	0,16	-1,17
14,120	0,59	0,16	0,11
14,140	0,59	0,16	0,09
14,160	0,59	0,17	0,34
14,180	0,60	0,18	0,17
14,200	0,60	0,17	-0,64
14,220	0,60	0,15	-0,81
14,240	0,61	0,14	-0,12
14,260	0,61	0,15	0,04
14,280	0,61	0,14	-0,43
14,300	0,62	0,13	-0,47
14,320	0,62	0,12	0,02
14,340	0,62	0,13	-0,19
14,360	0,62	0,12	-0,55
14,380	0,63	0,11	-0,42
14,400	0,63	0,10	-0,52
14,420	0,63	0,09	-0,73
14,440	0,63	0,07	-0,96
14,460	0,63	0,05	-1,09
14,480	0,63	0,03	-0,96
14,500	0,63	0,01	0,21
14,520	0,63	0,04	0,46
14,540	0,63	0,03	-1,14
14,560	0,63	-0,01	-1,69
14,580	0,63	-0,04	-0,83
14,600	0,63	-0,04	0,14
14,620	0,63	-0,03	-0,14
14,640	0,63	-0,05	-1,10
14,660	0,63	-0,08	-0,80
14,680	0,63	-0,08	-0,20
14,700	0,63	-0,08	-0,47
14,720	0,63	-0,10	0,02
14,740	0,62	-0,08	-0,12
14,760	0,62	-0,10	-1,33
14,780	0,62	-0,14	-0,97
14,800	0,62	-0,14	0,35
14,820	0,61	-0,12	0,07
14,840	0,61	-0,14	-0,80
14,860	0,61	-0,16	-0,19
14,880	0,61	-0,15	-0,54
14,900	0,60	-0,18	-0,49
14,920	0,60	-0,17	-1,18
14,940	0,59	-0,22	-0,14
14,960	0,59	-0,17	3,23
14,980	0,59	-0,09	0,62
15,000	0,59	-0,15	-1,86
15,020	0,58	-0,17	-1,57
15,040	0,58	-0,21	-0,95
15,060	0,57	-0,21	1,52
15,080	0,57	-0,15	3,01
15,100	0,57	-0,09	0,42
15,120	0,57	-0,13	-2,48
15,140	0,56	-0,19	0,32
15,160	0,56	-0,12	1,83
15,180	0,56	-0,11	0,43
15,200	0,55	-0,10	0,43
15,220	0,55	-0,10	0,42
15,240	0,55	-0,09	0,53
15,260	0,55	-0,07	0,65
15,280	0,55	-0,06	0,66
15,300	0,55	-0,05	0,43
15,320	0,55	-0,04	0,41
15,340	0,55	-0,03	0,65
15,360	0,54	-0,02	0,64
15,380	0,54	-0,01	0,76
15,400	0,54	0,01	0,65
