Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
15,560	0,47	0,32	0,87
15,580	0,48	0,34	0,75
15,600	0,49	0,35	0,77
15,620	0,49	0,37	0,56
15,640	0,50	0,37	0,21
15,660	0,51	0,38	0,32
15,680	0,52	0,39	0,33
15,700	0,52	0,39	0,21
15,720	0,53	0,39	0,21
15,740	0,54	0,40	0,13
15,760	0,55	0,40	1,28
15,780	0,56	0,45	1,59
15,800	0,57	0,46	-0,93
15,820	0,57	0,41	-1,51
15,840	0,58	0,40	-0,03
15,860	0,59	0,41	0,37
15,880	0,60	0,42	-0,18
15,900	0,61	0,40	-0,66
15,920	0,61	0,39	-0,42
15,940	0,62	0,39	-0,51
15,960	0,63	0,37	-1,00
15,980	0,64	0,35	0,64
16,000	0,64	0,40	1,02
16,020	0,65	0,39	-2,14
16,040	0,66	0,31	-2,41
16,060	0,67	0,29	-0,63
16,080	0,67	0,29	-0,73
16,100	0,68	0,26	-0,99
16,120	0,68	0,25	-0,75
