Messreihe #1	Messreihe #1	Messreihe #1	Messreihe #1
Zeit (s)	Position (m)	Geschwindigkeit (m/s)	Beschleunigung (m/s²)
13.320	0.39	-0.61	0.43
13.340	0.37	-0.60	0.42
13.360	0.36	-0.60	0.64
13.380	0.35	-0.58	0.76
13.400	0.34	-0.57	0.75
13.420	0.33	-0.55	0.86
13.440	0.32	-0.53	0.96
13.460	0.31	-0.51	1.19
13.480	0.30	-0.48	1.19
13.500	0.29	-0.46	1.19
13.520	0.28	-0.44	1.19
13.540	0.27	-0.41	1.18
13.560	0.26	-0.39	1.29
13.580	0.25	-0.36	1.40
13.600	0.25	-0.33	1.51
13.620	0.24	-0.30	1.40
13.640	0.23	-0.28	1.29
13.660	0.23	-0.25	1.39
13.680	0.22	-0.22	1.60
13.700	0.22	-0.19	2.06
13.720	0.22	-0.14	1.74
13.740	0.21	-0.12	1.28
13.760	0.21	-0.09	1.74
13.780	0.21	-0.05	1.18
13.800	0.21	-0.04	1.38
13.820	0.21	0.01	2.07
13.840	0.21	0.04	1.29
13.860	0.21	0.06	1.37
13.880	0.21	0.10	2.15
13.900	0.21	0.15	1.96
13.920	0.22	0.18	1.06
13.940	0.22	0.19	1.37
13.960	0.23	0.23	2.16
13.980	0.23	0.27	1.63
14.000	0.24	0.30	1.07
14.020	0.24	0.32	1.17
14.040	0.25	0.34	1.50
14.060	0.26	0.38	1.51
14.080	0.26	0.40	1.29
14.100	0.27	0.43	1.29
14.120	0.28	0.45	1.18
14.140	0.29	0.48	1.18
14.160	0.30	0.50	1.19
14.180	0.31	0.52	0.97
14.200	0.32	0.54	0.86
14.220	0.33	0.56	0.75
14.240	0.34	0.57	0.64
14.260	0.36	0.58	0.64
14.280	0.37	0.60	0.65
14.300	0.38	0.61	0.54
14.320	0.39	0.62	0.43
14.340	0.40	0.63	0.44
14.360	0.42	0.64	0.22
14.380	0.43	0.63	0.10
14.400	0.44	0.64	0.23
14.420	0.45	0.64	0.01
14.440	0.47	0.64	-0.21
14.460	0.48	0.64	-0.21
14.480	0.49	0.63	-0.22
14.500	0.51	0.63	-0.10
14.520	0.52	0.63	-0.20
14.540	0.53	0.62	-0.43
14.560	0.54	0.61	-0.43
14.580	0.56	0.60	-0.44
14.600	0.57	0.59	-0.43
14.620	0.58	0.58	1.02
14.640	0.59	0.63	0.58
14.660	0.60	0.61	-2.73
14.680	0.61	0.52	-2.23
14.700	0.63	0.52	-1.18
14.720	0.64	0.48	0.09
14.740	0.64	0.52	0.63
14.760	0.66	0.50	-2.90
14.780	0.66	0.41	-3.03
14.800	0.67	0.38	-1.52
14.820	0.68	0.35	-1.31
14.840	0.69	0.33	-1.05
14.860	0.69	0.30	-1.29
14.880	0.70	0.28	-1.26
14.900	0.70	0.25	-1.49
14.920	0.71	0.22	-1.62
14.940	0.71	0.19	-1.50
14.960	0.72	0.16	-1.49
14.980	0.72	0.13	-1.60
15.000	0.72	0.09	-1.74
15.020	0.72	0.06	-1.50
15.040	0.72	0.03	-1.48
15.060	0.72	-6.81E-4	-1.73
15.080	0.72	-0.04	-1.62
15.100	0.72	-0.07	-1.49
15.120	0.72	-0.10	-1.61
15.140	0.72	-0.13	-1.64
15.160	0.72	-0.16	-1.39
15.180	0.71	-0.19	-1.50
15.200	0.71	-0.22	-1.63
15.220	0.70	-0.25	-1.52
15.240	0.70	-0.28	-1.42
15.260	0.69	-0.31	-1.21
15.280	0.69	-0.33	-0.97
15.300	0.68	-0.35	-0.90
15.320	0.67	-0.37	-1.70
15.340	0.66	-0.41	-1.89
15.360	0.66	-0.44	-2.48
15.380	0.65	-0.51	-2.73
15.400	0.64	-0.55	0.19
15.420	0.62	-0.51	0.60
15.440	0.61	-0.53	-1.41
15.460	0.60	-0.56	-1.35
15.480	0.59	-0.58	-0.67
15.500	0.58	-0.59	-0.35
15.520	0.57	-0.59	-1.51
15.540	0.56	-0.65	-1.69
15.560	0.54	-0.66	0.75
15.580	0.53	-0.62	0.84
15.600	0.52	-0.63	-0.34
15.620	0.51	-0.63	-0.11
15.640	0.49	-0.63	-0.11
15.660	0.48	-0.64	-0.12
15.680	0.47	-0.64	0.01
15.700	0.45	-0.64	-0.11
15.720	0.44	-0.64	-0.02
15.740	0.43	-0.64	0.32
15.760	0.42	-0.63	0.32
15.780	0.40	-0.63	0.32
15.800	0.39	-0.62	0.43
15.820	0.38	-0.61	0.53
15.840	0.37	-0.60	0.65
15.860	0.36	-0.58	0.65
15.880	0.34	-0.57	0.64
15.900	0.33	-0.56	0.75
15.920	0.32	-0.54	0.97
15.940	0.31	-0.52	1.08
